Designation,Company,experience,average salary,minimum salary,maximum salary,ratings,reviews
System Engineer Hardware ,ICICI-Securities,0-6yrs  ,"9,32,115",6.5,11.0,3.8,86
System Engineer ,Kansai-Nerolac-Paints,0-10yrs  ,"6,16,916",2.8,9.8,4.0,86
IT Analyst ,Kansai-Nerolac-Paints,3-11yrs  ,"14,83,404",6.3,22.0,4.0,86
AST Consultant ,Kansai-Nerolac-Paints,6-15yrs  ,"4,92,895",3.0,6.8,4.0,86
Assistant System Engineer ,Kansai-Nerolac-Paints,0-4yrs  ,"7,70,053",4.3,10.7,4.0,86
Associate Consultant ,Kansai-Nerolac-Paints,4-21yrs  ,"7,32,515",4.6,10.1,4.0,86
Senior Process Associate ,Kansai-Nerolac-Paints,0-11yrs  ,"5,37,002",3.3,7.0,4.0,86
Software Engineer ,Kansai-Nerolac-Paints,0-8yrs  ,"7,82,469",4.4,10.5,4.0,86
Process Associate ,Kansai-Nerolac-Paints,0-9yrs  ,"5,41,766",2.4,8.5,4.0,86
Software Developer ,Kansai-Nerolac-Paints,0-9yrs  ,"5,26,151",3.2,7.2,4.0,86
System Engineer Hardware ,Kansai-Nerolac-Paints,0-6yrs  ,"4,99,453",2.2,11.0,4.0,86
System Engineer ,Myntra,0-10yrs  ,"2,44,307",1.2,4.5,4.0,86
IT Analyst ,Myntra,3-11yrs  ,"2,18,947",10.0,12.4,4.0,86
AST Consultant ,Myntra,6-15yrs  ,"12,67,908",2.7,19.0,4.0,86
Assistant System Engineer ,Myntra,0-4yrs  ,"5,76,327",2.8,7.5,4.0,86
Associate Consultant ,Myntra,4-21yrs  ,"2,22,073",15.0,3.5,4.0,86
Senior Process Associate ,Myntra,0-11yrs  ,"30,67,771",10.0,43.0,4.0,86
Software Engineer ,Myntra,0-8yrs  ,"1,64,752",10.0,9.6,4.0,86
Process Associate ,Myntra,0-9yrs  ,"2,86,041",1.2,4.3,4.0,86
Software Developer ,Myntra,0-9yrs  ,"4,29,423",2.1,7.0,4.0,86
System Engineer Hardware ,Myntra,0-6yrs  ,"2,43,605",1.0,4.0,4.0,86
System Engineer ,Shell,0-10yrs  ,"25,74,156",3.7,41.0,4.3,85
IT Analyst ,Shell,3-11yrs  ,"18,41,532",7.3,36.5,4.3,85
AST Consultant ,Shell,6-15yrs  ,"13,93,711",3.4,20.7,4.3,85
Assistant System Engineer ,Shell,0-4yrs  ,"8,49,347",5.0,11.1,4.3,85
Associate Consultant ,Shell,4-21yrs  ,"36,33,298",21.0,47.2,4.3,85
Senior Process Associate ,Shell,0-11yrs  ,"8,00,069",4.8,12.0,4.3,85
Software Engineer ,Shell,0-8yrs  ,"14,04,497",8.5,19.0,4.3,85
Process Associate ,Shell,0-9yrs  ,"5,35,715",3.0,8.5,4.3,85
Software Developer ,Shell,0-9yrs  ,"27,18,866",5.6,42.0,4.3,85
System Engineer Hardware ,Shell,0-6yrs  ,"23,90,913",9.0,34.0,4.3,85
System Engineer ,Force-Motors,0-10yrs  ,"3,26,865",1.2,5.0,4.1,85
IT Analyst ,Force-Motors,3-11yrs  ,"7,12,604",4.1,10.0,4.1,85
AST Consultant ,Force-Motors,6-15yrs  ,"4,51,154",2.2,7.5,4.1,85
Assistant System Engineer ,Force-Motors,0-4yrs  ,"4,17,263",2.8,5.2,4.1,85
Associate Consultant ,Force-Motors,4-21yrs  ,"1,89,604",1.2,2.5,4.1,85
Senior Process Associate ,Force-Motors,0-11yrs  ,"1,89,804",1.2,2.3,4.1,85
Software Engineer ,Force-Motors,0-8yrs  ,"2,64,778",1.0,4.5,4.1,85
Process Associate ,Force-Motors,0-9yrs  ,"2,94,775",2.6,3.2,4.1,85
Software Developer ,Force-Motors,0-9yrs  ,"7,81,621",3.6,11.0,4.1,85
System Engineer Hardware ,Force-Motors,0-6yrs  ,"4,06,670",1.7,7.9,4.1,85
System Engineer ,Shahi-Exports,0-10yrs  ,"4,35,111",2.2,6.2,3.5,85
IT Analyst ,Shahi-Exports,3-11yrs  ,"2,99,109",1.8,4.2,3.5,85
AST Consultant ,Shahi-Exports,6-15yrs  ,"3,24,816",1.6,6.0,3.5,85
Assistant System Engineer ,Shahi-Exports,0-4yrs  ,"6,99,926",3.9,10.0,3.5,85
Associate Consultant ,Shahi-Exports,4-21yrs  ,"1,67,572",10.0,10.1,3.5,85
Senior Process Associate ,Shahi-Exports,0-11yrs  ,"3,66,086",2.0,5.0,3.5,85
Software Engineer ,Shahi-Exports,0-8yrs  ,"2,98,959",1.8,4.5,3.5,85
Process Associate ,Shahi-Exports,0-9yrs  ,"3,04,858",1.1,13.0,3.5,85
Software Developer ,Shahi-Exports,0-9yrs  ,"4,58,634",3.0,6.1,3.5,85
System Engineer Hardware ,Shahi-Exports,0-6yrs  ,"2,35,807",1.0,5.0,3.5,85
System Engineer ,Cadila-Pharmaceuticals,0-10yrs  ,"3,67,732",1.8,5.0,4.0,85
IT Analyst ,Cadila-Pharmaceuticals,3-11yrs  ,"3,25,390",1.5,4.5,4.0,85
AST Consultant ,Cadila-Pharmaceuticals,6-15yrs  ,"3,92,479",2.0,6.0,4.0,85
Assistant System Engineer ,Cadila-Pharmaceuticals,0-4yrs  ,"3,33,106",2.0,4.8,4.0,85
Associate Consultant ,Cadila-Pharmaceuticals,4-21yrs  ,"4,69,138",3.5,5.7,4.0,85
Senior Process Associate ,Cadila-Pharmaceuticals,0-11yrs  ,"6,44,434",3.8,9.0,4.0,85
Software Engineer ,Cadila-Pharmaceuticals,0-8yrs  ,"3,53,871",2.0,4.5,4.0,85
Process Associate ,Cadila-Pharmaceuticals,0-9yrs  ,"2,48,318",1.5,3.7,4.0,85
Software Developer ,Cadila-Pharmaceuticals,0-9yrs  ,"10,11,661",5.0,15.0,4.0,85
System Engineer Hardware ,Cadila-Pharmaceuticals,0-6yrs  ,"3,83,172",2.6,5.0,4.0,85
System Engineer ,BT-Group,0-10yrs  ,"8,90,435",2.0,18.0,4.5,84
IT Analyst ,BT-Group,3-11yrs  ,"13,68,166",5.5,28.9,4.5,84
AST Consultant ,BT-Group,6-15yrs  ,"5,02,309",2.3,9.5,4.5,84
Assistant System Engineer ,BT-Group,0-4yrs  ,"15,53,476",7.2,21.0,4.5,84
Associate Consultant ,BT-Group,4-21yrs  ,"4,19,702",2.8,5.1,4.5,84
Senior Process Associate ,BT-Group,0-11yrs  ,"3,60,935",2.0,5.0,4.5,84
Software Engineer ,BT-Group,0-8yrs  ,"10,48,921",3.5,20.0,4.5,84
Process Associate ,BT-Group,0-9yrs  ,"9,58,166",4.5,19.0,4.5,84
Software Developer ,BT-Group,0-9yrs  ,"17,37,857",9.1,24.0,4.5,84
System Engineer Hardware ,BT-Group,0-6yrs  ,"5,68,518",3.0,8.5,4.5,84
System Engineer ,ITC-Hotels,0-10yrs  ,"2,34,015",10.0,15.3,3.7,84
IT Analyst ,ITC-Hotels,3-11yrs  ,"2,19,822",20.0,15.2,3.7,84
AST Consultant ,ITC-Hotels,6-15yrs  ,"3,71,515",1.0,10.8,3.7,84
Assistant System Engineer ,ITC-Hotels,0-4yrs  ,"3,08,784",15.0,4.6,3.7,84
Associate Consultant ,ITC-Hotels,4-21yrs  ,"1,39,375",10.0,3.2,3.7,84
Senior Process Associate ,ITC-Hotels,0-11yrs  ,"1,98,998",15.0,3.5,3.7,84
Software Engineer ,ITC-Hotels,0-8yrs  ,"2,99,273",1.2,5.0,3.7,84
Process Associate ,ITC-Hotels,0-9yrs  ,"4,69,315",2.6,7.8,3.7,84
Software Developer ,ITC-Hotels,0-9yrs  ,"2,18,050",1.0,3.4,3.7,84
System Engineer Hardware ,ITC-Hotels,0-6yrs  ,"3,57,444",1.2,5.3,3.7,84
System Engineer ,JCB,0-10yrs  ,"13,18,250",7.5,19.0,4.2,84
IT Analyst ,JCB,3-11yrs  ,"6,76,213",4.0,8.8,4.2,84
AST Consultant ,JCB,6-15yrs  ,"3,12,097",1.7,4.5,4.2,84
Assistant System Engineer ,JCB,0-4yrs  ,"4,95,783",3.0,7.9,4.2,84
Associate Consultant ,JCB,4-21yrs  ,"7,29,469",3.6,12.0,4.2,84
Senior Process Associate ,JCB,0-11yrs  ,"2,84,229",95.0,12.1,4.2,84
Software Engineer ,JCB,0-8yrs  ,"3,41,663",2.0,4.9,4.2,84
Process Associate ,JCB,0-9yrs  ,"2,29,205",1.2,2.7,4.2,84
Software Developer ,JCB,0-9yrs  ,"2,49,334",1.0,4.0,4.2,84
System Engineer Hardware ,JCB,0-6yrs  ,"37,23,433",18.8,50.7,4.2,84
System Engineer ,3i-Infotech,0-10yrs  ,"5,60,009",2.4,11.0,4.0,83
IT Analyst ,3i-Infotech,3-11yrs  ,"10,47,728",3.0,24.0,4.0,83
AST Consultant ,3i-Infotech,6-15yrs  ,"5,01,806",2.5,8.5,4.0,83
Assistant System Engineer ,3i-Infotech,0-4yrs  ,"2,97,328",1.3,5.8,4.0,83
Associate Consultant ,3i-Infotech,4-21yrs  ,"4,13,687",1.6,12.3,4.0,83
Senior Process Associate ,3i-Infotech,0-11yrs  ,"5,27,230",3.0,9.5,4.0,83
Software Engineer ,3i-Infotech,0-8yrs  ,"2,79,018",90.0,4.0,4.0,83
Process Associate ,3i-Infotech,0-9yrs  ,"5,49,645",2.2,9.8,4.0,83
Software Developer ,3i-Infotech,0-9yrs  ,"6,93,947",3.0,13.6,4.0,83
System Engineer Hardware ,3i-Infotech,0-6yrs  ,"1,90,524",90.0,3.3,4.0,83
System Engineer ,Endurance-Technologies,0-10yrs  ,"4,78,727",2.1,6.5,4.4,83
IT Analyst ,Endurance-Technologies,3-11yrs  ,"2,19,098",10.0,4.2,4.4,83
AST Consultant ,Endurance-Technologies,6-15yrs  ,"4,91,730",2.4,8.3,4.4,83
Assistant System Engineer ,Endurance-Technologies,0-4yrs  ,"3,03,463",12.0,5.7,4.4,83
Associate Consultant ,Endurance-Technologies,4-21yrs  ,"10,86,820",7.0,13.4,4.4,83
Senior Process Associate ,Endurance-Technologies,0-11yrs  ,"2,04,512",1.1,3.5,4.4,83
Software Engineer ,Endurance-Technologies,0-8yrs  ,"2,44,210",1.3,4.2,4.4,83
Process Associate ,Endurance-Technologies,0-9yrs  ,"2,80,804",10.0,4.5,4.4,83
Software Developer ,Endurance-Technologies,0-9yrs  ,"5,40,143",3.5,7.8,4.4,83
System Engineer Hardware ,Endurance-Technologies,0-6yrs  ,"1,62,779",1.0,2.5,4.4,83
System Engineer ,Bharti-AXA-Life-Insurance,0-10yrs  ,"2,66,520",1.8,4.0,3.3,83
IT Analyst ,Bharti-AXA-Life-Insurance,3-11yrs  ,"2,87,464",2.0,4.0,3.3,83
AST Consultant ,Bharti-AXA-Life-Insurance,6-15yrs  ,"3,65,633",2.5,5.5,3.3,83
Assistant System Engineer ,Bharti-AXA-Life-Insurance,0-4yrs  ,"3,88,295",2.3,5.3,3.3,83
Associate Consultant ,Bharti-AXA-Life-Insurance,4-21yrs  ,"4,04,486",2.1,7.8,3.3,83
Senior Process Associate ,Bharti-AXA-Life-Insurance,0-11yrs  ,"2,63,081",1.7,3.8,3.3,83
Software Engineer ,Bharti-AXA-Life-Insurance,0-8yrs  ,"4,71,252",2.7,6.3,3.3,83
Process Associate ,Bharti-AXA-Life-Insurance,0-9yrs  ,"3,07,214",2.0,3.5,3.3,83
Software Developer ,Bharti-AXA-Life-Insurance,0-9yrs  ,"7,98,312",3.3,12.0,3.3,83
System Engineer Hardware ,Bharti-AXA-Life-Insurance,0-6yrs  ,"3,51,631",2.7,4.4,3.3,83
System Engineer ,Blinkit,0-10yrs  ,"4,88,606",2.9,7.0,4.0,83
IT Analyst ,Blinkit,3-11yrs  ,"2,57,462",17.5,6.0,4.0,83
AST Consultant ,Blinkit,6-15yrs  ,"4,54,391",2.4,6.2,4.0,83
Assistant System Engineer ,Blinkit,0-4yrs  ,"2,50,597",1.0,4.2,4.0,83
Associate Consultant ,Blinkit,4-21yrs  ,"1,93,422",10.0,3.6,4.0,83
Senior Process Associate ,Blinkit,0-11yrs  ,"9,40,793",3.4,14.0,4.0,83
Software Engineer ,Blinkit,0-8yrs  ,"2,32,478",1.4,3.2,4.0,83
Process Associate ,Blinkit,0-9yrs  ,"8,31,773",2.0,16.0,4.0,83
Software Developer ,Blinkit,0-9yrs  ,"2,20,387",20.0,20.2,4.0,83
System Engineer Hardware ,Blinkit,0-6yrs  ,"4,43,444",3.0,5.6,4.0,83
System Engineer ,Delphi-TVS,0-10yrs  ,"2,07,150",10.0,4.2,3.9,82
IT Analyst ,Delphi-TVS,3-11yrs  ,"2,03,640",1.1,4.0,3.9,82
AST Consultant ,Delphi-TVS,6-15yrs  ,"2,27,369",15.0,4.5,3.9,82
Assistant System Engineer ,Delphi-TVS,0-4yrs  ,"5,24,823",3.3,7.5,3.9,82
Associate Consultant ,Delphi-TVS,4-21yrs  ,"2,22,775",1.0,4.5,3.9,82
Senior Process Associate ,Delphi-TVS,0-11yrs  ,"2,09,254",15.0,3.0,3.9,82
Software Engineer ,Delphi-TVS,0-8yrs  ,"2,09,080",1.1,3.0,3.9,82
Process Associate ,Delphi-TVS,0-9yrs  ,"3,11,867",2.0,4.0,3.9,82
Software Developer ,Delphi-TVS,0-9yrs  ,"6,37,763",4.6,9.0,3.9,82
System Engineer Hardware ,Delphi-TVS,0-6yrs  ,"1,91,095",1.6,2.4,3.9,82
System Engineer ,Lodha-group,0-10yrs  ,"11,35,365",7.3,15.0,3.5,82
IT Analyst ,Lodha-group,3-11yrs  ,"6,31,826",2.5,10.0,3.5,82
AST Consultant ,Lodha-group,6-15yrs  ,"7,32,747",4.9,9.6,3.5,82
Assistant System Engineer ,Lodha-group,0-4yrs  ,"8,69,400",3.0,24.0,3.5,82
Associate Consultant ,Lodha-group,4-21yrs  ,"6,31,588",3.3,9.0,3.5,82
Senior Process Associate ,Lodha-group,0-11yrs  ,"17,59,357",11.0,30.0,3.5,82
Software Engineer ,Lodha-group,0-8yrs  ,"5,57,033",1.8,9.3,3.5,82
Process Associate ,Lodha-group,0-9yrs  ,"5,34,487",3.2,8.0,3.5,82
Software Developer ,Lodha-group,0-9yrs  ,"4,92,964",3.6,7.0,3.5,82
System Engineer Hardware ,Lodha-group,0-6yrs  ,"24,20,399",17.0,35.0,3.5,82
System Engineer ,Brakes-India,0-10yrs  ,"1,86,923",15.0,3.5,3.9,82
IT Analyst ,Brakes-India,3-11yrs  ,"3,01,258",1.5,4.2,3.9,82
AST Consultant ,Brakes-India,6-15yrs  ,"2,01,752",20.0,14.0,3.9,82
Assistant System Engineer ,Brakes-India,0-4yrs  ,"2,01,067",15.0,13.2,3.9,82
Associate Consultant ,Brakes-India,4-21yrs  ,"2,01,095",1.2,3.0,3.9,82
Senior Process Associate ,Brakes-India,0-11yrs  ,"2,17,523",1.0,5.0,3.9,82
Software Engineer ,Brakes-India,0-8yrs  ,"1,85,251",1.2,2.5,3.9,82
Process Associate ,Brakes-India,0-9yrs  ,"5,82,098",4.0,7.0,3.9,82
Software Developer ,Brakes-India,0-9yrs  ,"4,52,247",3.1,5.8,3.9,82
System Engineer Hardware ,Brakes-India,0-6yrs  ,"1,94,044",15.0,3.2,3.9,82
System Engineer ,Bharat-Petroleum,0-10yrs  ,"2,96,836",10.0,5.0,4.5,81
IT Analyst ,Bharat-Petroleum,3-11yrs  ,"3,05,330",2.0,4.0,4.5,81
AST Consultant ,Bharat-Petroleum,6-15yrs  ,"1,90,121",60.0,4.5,4.5,81
Assistant System Engineer ,Bharat-Petroleum,0-4yrs  ,"2,79,331",1.2,7.0,4.5,81
Associate Consultant ,Bharat-Petroleum,4-21yrs  ,"18,45,753",15.0,20.9,4.5,81
Senior Process Associate ,Bharat-Petroleum,0-11yrs  ,"3,00,285",3.0,3.3,4.5,81
Software Engineer ,Bharat-Petroleum,0-8yrs  ,"3,60,468",1.5,6.1,4.5,81
Process Associate ,Bharat-Petroleum,0-9yrs  ,"2,64,038",75.0,7.0,4.5,81
Software Developer ,Bharat-Petroleum,0-9yrs  ,"2,48,067",20.0,4.0,4.5,81
System Engineer Hardware ,Bharat-Petroleum,0-6yrs  ,"4,07,687",3.0,5.0,4.5,81
System Engineer ,Future-Generali-India-Life-Insurance,0-10yrs  ,"3,56,353",1.9,6.0,3.1,81
IT Analyst ,Future-Generali-India-Life-Insurance,3-11yrs  ,"2,94,849",2.0,4.3,3.1,81
AST Consultant ,Future-Generali-India-Life-Insurance,6-15yrs  ,"3,71,493",2.3,5.5,3.1,81
Assistant System Engineer ,Future-Generali-India-Life-Insurance,0-4yrs  ,"4,62,918",3.0,6.9,3.1,81
Associate Consultant ,Future-Generali-India-Life-Insurance,4-21yrs  ,"5,21,387",3.8,7.3,3.1,81
Senior Process Associate ,Future-Generali-India-Life-Insurance,0-11yrs  ,"8,77,905",4.2,15.9,3.1,81
Software Engineer ,Future-Generali-India-Life-Insurance,0-8yrs  ,"3,42,907",1.8,5.6,3.1,81
Process Associate ,Future-Generali-India-Life-Insurance,0-9yrs  ,"3,61,212",2.9,4.2,3.1,81
Software Developer ,Future-Generali-India-Life-Insurance,0-9yrs  ,"8,92,019",5.0,16.2,3.1,81
System Engineer Hardware ,Future-Generali-India-Life-Insurance,0-6yrs  ,"6,29,275",5.4,7.5,3.1,81
System Engineer ,JK-Tyres,0-10yrs  ,"3,68,342",1.4,5.6,4.2,81
IT Analyst ,JK-Tyres,3-11yrs  ,"7,13,739",4.2,9.5,4.2,81
AST Consultant ,JK-Tyres,6-15yrs  ,"5,22,192",3.0,7.5,4.2,81
Assistant System Engineer ,JK-Tyres,0-4yrs  ,"3,90,500",2.3,7.5,4.2,81
Associate Consultant ,JK-Tyres,4-21yrs  ,"1,96,541",1.4,3.0,4.2,81
Senior Process Associate ,JK-Tyres,0-11yrs  ,"3,62,791",1.8,6.7,4.2,81
Software Engineer ,JK-Tyres,0-8yrs  ,"12,85,657",7.5,16.5,4.2,81
Process Associate ,JK-Tyres,0-9yrs  ,"10,56,481",6.2,15.0,4.2,81
Software Developer ,JK-Tyres,0-9yrs  ,"4,85,828",2.4,7.0,4.2,81
System Engineer Hardware ,JK-Tyres,0-6yrs  ,"3,20,763",1.8,4.5,4.2,81
System Engineer ,ZS,0-10yrs  ,"18,16,355",7.0,25.3,3.9,80
IT Analyst ,ZS,3-11yrs  ,"13,02,886",5.5,17.0,3.9,80
AST Consultant ,ZS,6-15yrs  ,"12,39,544",5.0,18.5,3.9,80
Assistant System Engineer ,ZS,0-4yrs  ,"12,64,952",5.5,16.0,3.9,80
Associate Consultant ,ZS,4-21yrs  ,"13,15,493",5.0,15.5,3.9,80
Senior Process Associate ,ZS,0-11yrs  ,"18,20,102",10.0,23.5,3.9,80
Software Engineer ,ZS,0-8yrs  ,"15,64,598",7.9,20.0,3.9,80
Process Associate ,ZS,0-9yrs  ,"11,35,664",5.0,16.0,3.9,80
Software Developer ,ZS,0-9yrs  ,"17,94,139",10.0,22.7,3.9,80
System Engineer Hardware ,ZS,0-6yrs  ,"11,77,878",5.0,14.0,3.9,80
System Engineer ,Sobha,0-10yrs  ,"4,41,647",2.6,6.3,3.4,80
IT Analyst ,Sobha,3-11yrs  ,"4,97,265",3.3,8.0,3.4,80
AST Consultant ,Sobha,6-15yrs  ,"3,47,134",2.2,4.8,3.4,80
Assistant System Engineer ,Sobha,0-4yrs  ,"3,81,287",2.0,5.0,3.4,80
Associate Consultant ,Sobha,4-21yrs  ,"3,24,828",1.5,4.5,3.4,80
Senior Process Associate ,Sobha,0-11yrs  ,"3,76,377",2.4,4.6,3.4,80
Software Engineer ,Sobha,0-8yrs  ,"7,60,510",5.0,10.0,3.4,80
Process Associate ,Sobha,0-9yrs  ,"3,42,136",2.2,4.5,3.4,80
Software Developer ,Sobha,0-9yrs  ,"3,31,092",2.8,4.2,3.4,80
System Engineer Hardware ,Sobha,0-6yrs  ,"3,87,602",2.7,5.3,3.4,80
System Engineer ,Syngene-International,0-10yrs  ,"5,39,707",2.9,8.7,3.4,80
IT Analyst ,Syngene-International,3-11yrs  ,"4,20,430",2.2,6.4,3.4,80
AST Consultant ,Syngene-International,6-15yrs  ,"8,09,499",5.0,12.2,3.4,80
Assistant System Engineer ,Syngene-International,0-4yrs  ,"8,80,733",5.2,12.0,3.4,80
Associate Consultant ,Syngene-International,4-21yrs  ,"11,00,793",7.0,14.0,3.4,80
Senior Process Associate ,Syngene-International,0-11yrs  ,"4,20,839",2.7,6.5,3.4,80
Software Engineer ,Syngene-International,0-8yrs  ,"3,45,880",2.7,4.3,3.4,80
Process Associate ,Syngene-International,0-9yrs  ,"13,06,786",6.0,19.0,3.4,80
Software Developer ,Syngene-International,0-9yrs  ,"16,13,770",10.5,21.5,3.4,80
System Engineer Hardware ,Syngene-International,0-6yrs  ,"14,41,772",9.5,17.6,3.4,80
System Engineer ,Fujitsu,0-10yrs  ,"9,56,836",1.1,24.0,3.3,80
IT Analyst ,Fujitsu,3-11yrs  ,"8,75,499",2.5,20.8,3.3,80
AST Consultant ,Fujitsu,6-15yrs  ,"4,67,928",2.5,7.5,3.3,80
Assistant System Engineer ,Fujitsu,0-4yrs  ,"16,86,813",6.0,25.0,3.3,80
Associate Consultant ,Fujitsu,4-21yrs  ,"8,21,272",3.0,14.2,3.3,80
Senior Process Associate ,Fujitsu,0-11yrs  ,"16,01,397",8.1,21.5,3.3,80
Software Engineer ,Fujitsu,0-8yrs  ,"12,94,238",5.7,20.1,3.3,80
Process Associate ,Fujitsu,0-9yrs  ,"4,77,044",2.8,7.5,3.3,80
Software Developer ,Fujitsu,0-9yrs  ,"6,84,034",3.6,10.2,3.3,80
System Engineer Hardware ,Fujitsu,0-6yrs  ,"14,50,770",6.0,20.9,3.3,80
System Engineer ,Tata-Motors-Finance,0-10yrs  ,"2,83,987",95.0,5.0,3.0,80
IT Analyst ,Tata-Motors-Finance,3-11yrs  ,"7,50,534",4.0,12.0,3.0,80
AST Consultant ,Tata-Motors-Finance,6-15yrs  ,"2,37,314",1.0,4.2,3.0,80
Assistant System Engineer ,Tata-Motors-Finance,0-4yrs  ,"2,25,166",1.2,3.2,3.0,80
Associate Consultant ,Tata-Motors-Finance,4-21yrs  ,"4,14,405",3.0,6.0,3.0,80
Senior Process Associate ,Tata-Motors-Finance,0-11yrs  ,"7,22,748",4.1,10.1,3.0,80
Software Engineer ,Tata-Motors-Finance,0-8yrs  ,"2,24,413",1.2,3.5,3.0,80
Process Associate ,Tata-Motors-Finance,0-9yrs  ,"2,29,149",1.2,4.2,3.0,80
Software Developer ,Tata-Motors-Finance,0-9yrs  ,"5,34,265",3.4,8.5,3.0,80
System Engineer Hardware ,Tata-Motors-Finance,0-6yrs  ,"2,15,137",1.1,3.0,3.0,80
System Engineer ,Coromandel-International,0-10yrs  ,"11,51,071",6.0,16.5,3.4,79
IT Analyst ,Coromandel-International,3-11yrs  ,"2,91,347",1.5,4.3,3.4,79
AST Consultant ,Coromandel-International,6-15yrs  ,"5,29,037",3.0,8.2,3.4,79
Assistant System Engineer ,Coromandel-International,0-4yrs  ,"4,17,180",2.6,5.8,3.4,79
Associate Consultant ,Coromandel-International,4-21yrs  ,"4,18,516",2.5,5.3,3.4,79
Senior Process Associate ,Coromandel-International,0-11yrs  ,"6,25,441",3.5,8.0,3.4,79
Software Engineer ,Coromandel-International,0-8yrs  ,"3,98,231",2.3,5.5,3.4,79
Process Associate ,Coromandel-International,0-9yrs  ,"5,27,301",2.3,8.0,3.4,79
Software Developer ,Coromandel-International,0-9yrs  ,"3,12,464",1.1,5.5,3.4,79
System Engineer Hardware ,Coromandel-International,0-6yrs  ,"4,21,946",2.2,7.0,3.4,79
System Engineer ,Aavas-Financiers,0-10yrs  ,"2,29,467",1.1,4.0,4.2,79
IT Analyst ,Aavas-Financiers,3-11yrs  ,"3,04,491",1.4,4.0,4.2,79
AST Consultant ,Aavas-Financiers,6-15yrs  ,"6,88,798",2.5,10.0,4.2,79
Assistant System Engineer ,Aavas-Financiers,0-4yrs  ,"5,78,009",2.7,8.5,4.2,79
Associate Consultant ,Aavas-Financiers,4-21yrs  ,"2,18,568",1.0,3.2,4.2,79
Senior Process Associate ,Aavas-Financiers,0-11yrs  ,"3,21,144",1.8,4.9,4.2,79
Software Engineer ,Aavas-Financiers,0-8yrs  ,"5,08,615",2.9,8.0,4.2,79
Process Associate ,Aavas-Financiers,0-9yrs  ,"4,08,379",2.4,6.0,4.2,79
Software Developer ,Aavas-Financiers,0-9yrs  ,"2,53,440",1.1,5.0,4.2,79
System Engineer Hardware ,Aavas-Financiers,0-6yrs  ,"2,24,139",10.0,3.9,4.2,79
System Engineer ,Mahindra-Rural-Housing-Finance,0-10yrs  ,"2,64,319",1.0,4.0,3.9,79
IT Analyst ,Mahindra-Rural-Housing-Finance,3-11yrs  ,"4,53,966",1.8,7.4,3.9,79
AST Consultant ,Mahindra-Rural-Housing-Finance,6-15yrs  ,"2,69,848",1.5,3.8,3.9,79
Assistant System Engineer ,Mahindra-Rural-Housing-Finance,0-4yrs  ,"7,95,623",3.4,13.0,3.9,79
Associate Consultant ,Mahindra-Rural-Housing-Finance,4-21yrs  ,"2,56,088",1.3,3.5,3.9,79
Senior Process Associate ,Mahindra-Rural-Housing-Finance,0-11yrs  ,"1,80,786",1.2,2.8,3.9,79
Software Engineer ,Mahindra-Rural-Housing-Finance,0-8yrs  ,"2,04,054",1.1,2.7,3.9,79
Process Associate ,Mahindra-Rural-Housing-Finance,0-9yrs  ,"2,37,267",1.2,4.1,3.9,79
Software Developer ,Mahindra-Rural-Housing-Finance,0-9yrs  ,"4,16,517",2.3,6.0,3.9,79
System Engineer Hardware ,Mahindra-Rural-Housing-Finance,0-6yrs  ,"2,43,244",1.5,3.1,3.9,79
System Engineer ,MSN-Laboratories,0-10yrs  ,"8,26,017",5.1,11.7,4.0,78
IT Analyst ,MSN-Laboratories,3-11yrs  ,"2,76,397",1.4,4.5,4.0,78
AST Consultant ,MSN-Laboratories,6-15yrs  ,"4,76,201",2.1,7.0,4.0,78
Assistant System Engineer ,MSN-Laboratories,0-4yrs  ,"2,66,325",1.5,4.5,4.0,78
Associate Consultant ,MSN-Laboratories,4-21yrs  ,"13,02,033",9.2,17.5,4.0,78
Senior Process Associate ,MSN-Laboratories,0-11yrs  ,"2,48,620",1.6,3.0,4.0,78
Software Engineer ,MSN-Laboratories,0-8yrs  ,"3,33,543",2.3,4.5,4.0,78
Process Associate ,MSN-Laboratories,0-9yrs  ,"3,28,685",1.9,4.2,4.0,78
Software Developer ,MSN-Laboratories,0-9yrs  ,"9,32,641",6.0,10.9,4.0,78
System Engineer Hardware ,MSN-Laboratories,0-6yrs  ,"3,44,939",1.9,5.0,4.0,78
System Engineer ,Thomson-Reuters,0-10yrs  ,"9,22,108",2.7,17.0,3.7,78
IT Analyst ,Thomson-Reuters,3-11yrs  ,"16,43,740",5.0,25.0,3.7,78
AST Consultant ,Thomson-Reuters,6-15yrs  ,"3,74,691",1.6,5.8,3.7,78
Assistant System Engineer ,Thomson-Reuters,0-4yrs  ,"3,00,093",2.2,4.5,3.7,78
Associate Consultant ,Thomson-Reuters,4-21yrs  ,"4,06,100",1.8,9.0,3.7,78
Senior Process Associate ,Thomson-Reuters,0-11yrs  ,"4,04,346",3.0,7.3,3.7,78
Software Engineer ,Thomson-Reuters,0-8yrs  ,"5,71,523",3.8,8.0,3.7,78
Process Associate ,Thomson-Reuters,0-9yrs  ,"7,67,549",3.4,16.0,3.7,78
Software Developer ,Thomson-Reuters,0-9yrs  ,"3,33,663",1.8,6.0,3.7,78
System Engineer Hardware ,Thomson-Reuters,0-6yrs  ,"3,54,001",2.5,4.5,3.7,78
System Engineer ,Tata-Elxsi,0-10yrs  ,"8,04,543",2.9,16.0,3.2,78
