Designation,Company,experience,average salary,minimum salary,maximum salary,ratings,reviews
Senior Engineer ,Mahindra-First-Choice-Wheels,4-8yrs  ,"13,48,721",4.3,19.0,3.8,74
Sales Engineer ,Mahindra-First-Choice-Wheels,1-6yrs  ,"8,04,416",4.5,10.0,3.8,74
Senior Sales Engineer ,Mahindra-First-Choice-Wheels,4-13yrs  ,"2,42,991",1.2,4.0,3.8,74
Process Agent ,Mahindra-First-Choice-Wheels,4-7yrs  ,"9,78,085",4.2,17.3,3.8,74
Technical Support Engineer ,Mahindra-First-Choice-Wheels,1-5yrs  ,"2,52,769",1.3,4.0,3.8,74
Maintenance Executive ,Mahindra-First-Choice-Wheels,4-10yrs  ,"3,31,523",1.8,4.2,3.8,74
Elevator Technician ,Mahindra-First-Choice-Wheels,3-10yrs  ,"1,92,965",95.0,3.0,3.8,74
Junior Process Agent ,Mahindra-First-Choice-Wheels,1-5yrs  ,"5,39,204",3.2,9.0,3.8,74
Installation Engineer ,Mahindra-First-Choice-Wheels,1-12yrs  ,"6,50,700",4.5,8.8,3.8,74
Design Engineer ,LOREAL,1-5yrs  ,"9,14,187",4.8,12.4,4.0,74
Senior Engineer ,LOREAL,4-8yrs  ,"2,53,568",1.0,5.3,4.0,74
Sales Engineer ,LOREAL,1-6yrs  ,"11,51,637",7.8,15.0,4.0,74
Senior Sales Engineer ,LOREAL,4-13yrs  ,"3,86,300",1.2,16.2,4.0,74
Process Agent ,LOREAL,4-7yrs  ,"20,10,638",14.0,26.6,4.0,74
Technical Support Engineer ,LOREAL,1-5yrs  ,"12,16,228",8.7,15.0,4.0,74
Maintenance Executive ,LOREAL,4-10yrs  ,"6,82,209",5.5,7.5,4.0,74
Elevator Technician ,LOREAL,3-10yrs  ,"21,16,762",18.0,25.0,4.0,74
Junior Process Agent ,LOREAL,1-5yrs  ,"11,72,135",8.5,14.3,4.0,74
Installation Engineer ,LOREAL,1-12yrs  ,"2,66,730",1.7,4.3,4.0,74
Design Engineer ,MakeMyTrip,1-5yrs  ,"3,69,446",1.0,9.2,3.8,73
Senior Engineer ,MakeMyTrip,4-8yrs  ,"21,35,364",11.0,35.0,3.8,73
Sales Engineer ,MakeMyTrip,1-6yrs  ,"7,42,075",4.9,11.0,3.8,73
Senior Sales Engineer ,MakeMyTrip,4-13yrs  ,"12,80,891",6.2,35.0,3.8,73
Process Agent ,MakeMyTrip,4-7yrs  ,"15,81,154",7.0,22.5,3.8,73
Technical Support Engineer ,MakeMyTrip,1-5yrs  ,"30,43,763",11.0,44.0,3.8,73
Maintenance Executive ,MakeMyTrip,4-10yrs  ,"29,67,887",15.0,36.0,3.8,73
Elevator Technician ,MakeMyTrip,3-10yrs  ,"8,10,664",5.0,12.0,3.8,73
Junior Process Agent ,MakeMyTrip,1-5yrs  ,"5,72,802",3.0,8.0,3.8,73
Installation Engineer ,MakeMyTrip,1-12yrs  ,"3,04,069",1.8,6.0,3.8,73
Design Engineer ,Dassault-Systemes,1-5yrs  ,"13,00,020",5.1,22.5,3.7,73
Senior Engineer ,Dassault-Systemes,4-8yrs  ,"11,59,435",5.6,20.0,3.7,73
Sales Engineer ,Dassault-Systemes,1-6yrs  ,"9,75,345",5.3,15.5,3.7,73
Senior Sales Engineer ,Dassault-Systemes,4-13yrs  ,"8,47,979",4.0,13.5,3.7,73
Process Agent ,Dassault-Systemes,4-7yrs  ,"12,11,505",5.5,18.0,3.7,73
Technical Support Engineer ,Dassault-Systemes,1-5yrs  ,"9,73,133",6.8,13.4,3.7,73
Maintenance Executive ,Dassault-Systemes,4-10yrs  ,"13,01,546",7.3,18.0,3.7,73
Elevator Technician ,Dassault-Systemes,3-10yrs  ,"8,03,838",6.2,10.2,3.7,73
Junior Process Agent ,Dassault-Systemes,1-5yrs  ,"12,75,889",7.2,16.6,3.7,73
Installation Engineer ,Dassault-Systemes,1-12yrs  ,"12,15,518",7.5,17.0,3.7,73
Design Engineer ,Thomas-Cook,1-5yrs  ,"2,82,554",1.5,3.8,4.0,73
Senior Engineer ,Thomas-Cook,4-8yrs  ,"2,73,060",1.7,4.0,4.0,73
Sales Engineer ,Thomas-Cook,1-6yrs  ,"2,53,979",1.3,4.0,4.0,73
Senior Sales Engineer ,Thomas-Cook,4-13yrs  ,"2,76,693",1.9,3.5,4.0,73
Process Agent ,Thomas-Cook,4-7yrs  ,"5,20,075",2.0,10.8,4.0,73
Technical Support Engineer ,Thomas-Cook,1-5yrs  ,"5,10,452",2.4,7.6,4.0,73
Maintenance Executive ,Thomas-Cook,4-10yrs  ,"2,95,262",1.8,4.0,4.0,73
Elevator Technician ,Thomas-Cook,3-10yrs  ,"20,61,353",10.9,26.0,4.0,73
Junior Process Agent ,Thomas-Cook,1-5yrs  ,"3,11,649",2.0,3.6,4.0,73
Installation Engineer ,Thomas-Cook,1-12yrs  ,"6,88,155",3.2,9.0,4.0,73
Design Engineer ,Genius-Consultants,1-5yrs  ,"2,90,687",1.8,3.8,3.9,73
Senior Engineer ,Genius-Consultants,4-8yrs  ,"2,25,429",1.1,3.2,3.9,73
Sales Engineer ,Genius-Consultants,1-6yrs  ,"3,97,485",2.8,5.3,3.9,73
Senior Sales Engineer ,Genius-Consultants,4-13yrs  ,"3,82,926",2.6,5.0,3.9,73
Process Agent ,Genius-Consultants,4-7yrs  ,"3,56,258",2.2,5.0,3.9,73
Technical Support Engineer ,Genius-Consultants,1-5yrs  ,"3,46,441",2.4,4.2,3.9,73
Maintenance Executive ,Genius-Consultants,4-10yrs  ,"4,56,667",3.6,5.7,3.9,73
Elevator Technician ,Genius-Consultants,3-10yrs  ,"2,71,753",1.8,3.6,3.9,73
Junior Process Agent ,Genius-Consultants,1-5yrs  ,"4,97,069",4.0,6.0,3.9,73
Installation Engineer ,Genius-Consultants,1-12yrs  ,"1,89,825",1.4,2.8,3.9,73
Design Engineer ,GEP-Worldwide,1-5yrs  ,"9,45,164",3.0,18.0,3.6,73
Senior Engineer ,GEP-Worldwide,4-8yrs  ,"20,68,465",11.0,27.0,3.6,73
Sales Engineer ,GEP-Worldwide,1-6yrs  ,"16,39,257",5.5,22.0,3.6,73
Senior Sales Engineer ,GEP-Worldwide,4-13yrs  ,"2,39,842",1.9,3.5,3.6,73
Process Agent ,GEP-Worldwide,4-7yrs  ,"7,41,797",4.1,12.0,3.6,73
Technical Support Engineer ,GEP-Worldwide,1-5yrs  ,"4,10,305",2.4,6.5,3.6,73
Maintenance Executive ,GEP-Worldwide,4-10yrs  ,"5,54,972",4.0,6.6,3.6,73
Elevator Technician ,GEP-Worldwide,3-10yrs  ,"22,62,014",10.4,30.0,3.6,73
Junior Process Agent ,GEP-Worldwide,1-5yrs  ,"6,97,995",5.0,9.5,3.6,73
Installation Engineer ,GEP-Worldwide,1-12yrs  ,"7,57,605",4.0,10.0,3.6,73
Design Engineer ,Teva-Pharmaceuticals,1-5yrs  ,"4,22,701",2.1,6.0,3.7,72
Senior Engineer ,Teva-Pharmaceuticals,4-8yrs  ,"5,82,325",2.8,8.8,3.7,72
Sales Engineer ,Teva-Pharmaceuticals,1-6yrs  ,"5,76,921",3.0,9.1,3.7,72
Senior Sales Engineer ,Teva-Pharmaceuticals,4-13yrs  ,"4,27,750",1.6,8.3,3.7,72
Process Agent ,Teva-Pharmaceuticals,4-7yrs  ,"5,68,025",3.6,6.7,3.7,72
Technical Support Engineer ,Teva-Pharmaceuticals,1-5yrs  ,"4,96,888",2.6,7.3,3.7,72
Maintenance Executive ,Teva-Pharmaceuticals,4-10yrs  ,"5,46,851",2.0,9.8,3.7,72
Elevator Technician ,Teva-Pharmaceuticals,3-10yrs  ,"3,59,130",2.7,4.8,3.7,72
Junior Process Agent ,Teva-Pharmaceuticals,1-5yrs  ,"4,13,853",2.9,5.2,3.7,72
Installation Engineer ,Teva-Pharmaceuticals,1-12yrs  ,"5,91,149",4.1,8.2,3.7,72
Design Engineer ,MAHLE-ANAND-Filter-Systems,1-5yrs  ,"3,74,214",2.3,5.1,3.4,72
Senior Engineer ,MAHLE-ANAND-Filter-Systems,4-8yrs  ,"2,05,930",1.0,3.8,3.4,72
Sales Engineer ,MAHLE-ANAND-Filter-Systems,1-6yrs  ,"3,84,806",1.3,6.0,3.4,72
Senior Sales Engineer ,MAHLE-ANAND-Filter-Systems,4-13yrs  ,"5,86,113",3.4,8.0,3.4,72
Process Agent ,MAHLE-ANAND-Filter-Systems,4-7yrs  ,"3,46,219",1.8,5.2,3.4,72
Technical Support Engineer ,MAHLE-ANAND-Filter-Systems,1-5yrs  ,"8,31,986",4.9,11.5,3.4,72
Maintenance Executive ,MAHLE-ANAND-Filter-Systems,4-10yrs  ,"3,50,227",2.5,4.2,3.4,72
Elevator Technician ,MAHLE-ANAND-Filter-Systems,3-10yrs  ,"4,54,430",2.4,8.5,3.4,72
Junior Process Agent ,MAHLE-ANAND-Filter-Systems,1-5yrs  ,"3,93,908",3.0,5.2,3.4,72
Installation Engineer ,MAHLE-ANAND-Filter-Systems,1-12yrs  ,"1,64,276",1.2,2.1,3.4,72
Design Engineer ,TEKsystems,1-5yrs  ,"14,24,865",5.2,33.0,4.0,72
Senior Engineer ,TEKsystems,4-8yrs  ,"9,39,815",3.0,20.0,4.0,72
Sales Engineer ,TEKsystems,1-6yrs  ,"21,78,975",8.8,40.0,4.0,72
Senior Sales Engineer ,TEKsystems,4-13yrs  ,"8,51,573",3.0,14.5,4.0,72
Process Agent ,TEKsystems,4-7yrs  ,"18,29,827",8.4,26.8,4.0,72
Technical Support Engineer ,TEKsystems,1-5yrs  ,"5,78,873",3.2,8.2,4.0,72
Maintenance Executive ,TEKsystems,4-10yrs  ,"13,53,610",6.8,22.0,4.0,72
Elevator Technician ,TEKsystems,3-10yrs  ,"4,50,826",2.2,8.0,4.0,72
Junior Process Agent ,TEKsystems,1-5yrs  ,"10,39,670",5.5,16.0,4.0,72
Installation Engineer ,TEKsystems,1-12yrs  ,"7,42,187",3.0,13.0,4.0,72
Design Engineer ,Reliance-AJIO,1-5yrs  ,"3,27,215",1.5,4.5,4.1,72
Senior Engineer ,Reliance-AJIO,4-8yrs  ,"7,55,362",4.1,11.0,4.1,72
Sales Engineer ,Reliance-AJIO,1-6yrs  ,"3,43,325",2.9,4.5,4.1,72
Senior Sales Engineer ,Reliance-AJIO,4-13yrs  ,"3,00,565",2.1,4.0,4.1,72
Process Agent ,Reliance-AJIO,4-7yrs  ,"9,50,746",5.2,12.5,4.1,72
Technical Support Engineer ,Reliance-AJIO,1-5yrs  ,"2,53,241",1.5,4.0,4.1,72
Maintenance Executive ,Reliance-AJIO,4-10yrs  ,"2,03,623",1.2,2.8,4.1,72
Elevator Technician ,Reliance-AJIO,3-10yrs  ,"3,78,821",2.0,6.2,4.1,72
Junior Process Agent ,Reliance-AJIO,1-5yrs  ,"18,56,400",11.0,25.4,4.1,72
Installation Engineer ,Reliance-AJIO,1-12yrs  ,"3,21,458",2.6,4.5,4.1,72
Design Engineer ,Nippon-Paint-India,1-5yrs  ,"4,54,375",2.2,7.6,4.0,72
Senior Engineer ,Nippon-Paint-India,4-8yrs  ,"5,45,285",1.0,10.4,4.0,72
Sales Engineer ,Nippon-Paint-India,1-6yrs  ,"7,04,450",3.5,9.5,4.0,72
Senior Sales Engineer ,Nippon-Paint-India,4-13yrs  ,"2,69,769",1.8,3.5,4.0,72
Process Agent ,Nippon-Paint-India,4-7yrs  ,"2,76,170",1.8,3.7,4.0,72
Technical Support Engineer ,Nippon-Paint-India,1-5yrs  ,"8,72,272",5.0,11.1,4.0,72
Maintenance Executive ,Nippon-Paint-India,4-10yrs  ,"15,75,106",8.5,20.5,4.0,72
Elevator Technician ,Nippon-Paint-India,3-10yrs  ,"4,26,292",2.5,7.0,4.0,72
Junior Process Agent ,Nippon-Paint-India,1-5yrs  ,"3,92,121",3.0,5.6,4.0,72
Installation Engineer ,Nippon-Paint-India,1-12yrs  ,"2,93,241",2.4,4.3,4.0,72
Design Engineer ,Exela-Technologies,1-5yrs  ,"4,65,011",2.1,10.5,4.4,71
Senior Engineer ,Exela-Technologies,4-8yrs  ,"1,93,041",15.0,3.6,4.4,71
Sales Engineer ,Exela-Technologies,1-6yrs  ,"1,63,085",10.0,3.1,4.4,71
Senior Sales Engineer ,Exela-Technologies,4-13yrs  ,"1,98,298",1.0,3.5,4.4,71
Process Agent ,Exela-Technologies,4-7yrs  ,"7,64,869",2.8,13.5,4.4,71
Technical Support Engineer ,Exela-Technologies,1-5yrs  ,"4,98,471",3.0,8.5,4.4,71
Maintenance Executive ,Exela-Technologies,4-10yrs  ,"3,08,247",2.0,4.1,4.4,71
Elevator Technician ,Exela-Technologies,3-10yrs  ,"3,96,626",2.0,6.0,4.4,71
Junior Process Agent ,Exela-Technologies,1-5yrs  ,"15,70,365",5.5,27.0,4.4,71
Installation Engineer ,Exela-Technologies,1-12yrs  ,"6,69,482",4.0,9.7,4.4,71
Design Engineer ,Diageo,1-5yrs  ,"4,11,743",2.2,6.1,3.4,71
Senior Engineer ,Diageo,4-8yrs  ,"6,43,837",4.6,8.0,3.4,71
Sales Engineer ,Diageo,1-6yrs  ,"6,35,134",4.3,9.0,3.4,71
Senior Sales Engineer ,Diageo,4-13yrs  ,"4,53,854",2.6,5.5,3.4,71
Process Agent ,Diageo,4-7yrs  ,"11,68,672",7.0,16.0,3.4,71
Technical Support Engineer ,Diageo,1-5yrs  ,"13,17,894",8.8,19.8,3.4,71
Maintenance Executive ,Diageo,4-10yrs  ,"4,79,623",3.4,8.0,3.4,71
Elevator Technician ,Diageo,3-10yrs  ,"6,38,600",4.5,8.0,3.4,71
Junior Process Agent ,Diageo,1-5yrs  ,"4,70,768",3.2,5.6,3.4,71
Installation Engineer ,Diageo,1-12yrs  ,"8,15,714",5.0,10.0,3.4,71
Design Engineer ,Colliers-International,1-5yrs  ,"13,14,881",7.6,20.0,4.1,71
Senior Engineer ,Colliers-International,4-8yrs  ,"7,10,387",2.2,12.0,4.1,71
Sales Engineer ,Colliers-International,1-6yrs  ,"3,85,804",2.0,5.0,4.1,71
Senior Sales Engineer ,Colliers-International,4-13yrs  ,"3,93,906",2.6,4.5,4.1,71
Process Agent ,Colliers-International,4-7yrs  ,"5,01,452",3.0,6.5,4.1,71
Technical Support Engineer ,Colliers-International,1-5yrs  ,"6,24,889",4.0,10.2,4.1,71
Maintenance Executive ,Colliers-International,4-10yrs  ,"9,28,710",6.8,12.5,4.1,71
Elevator Technician ,Colliers-International,3-10yrs  ,"5,02,151",2.3,7.7,4.1,71
Junior Process Agent ,Colliers-International,1-5yrs  ,"5,97,276",4.3,8.0,4.1,71
Installation Engineer ,Colliers-International,1-12yrs  ,"9,51,886",6.3,12.1,4.1,71
Design Engineer ,INDO-MIM,1-5yrs  ,"4,05,579",1.0,7.2,3.9,70
Senior Engineer ,INDO-MIM,4-8yrs  ,"7,72,021",4.6,11.2,3.9,70
Sales Engineer ,INDO-MIM,1-6yrs  ,"4,37,576",1.2,7.2,3.9,70
Senior Sales Engineer ,INDO-MIM,4-13yrs  ,"4,85,375",1.8,8.0,3.9,70
Process Agent ,INDO-MIM,4-7yrs  ,"2,87,570",1.2,4.6,3.9,70
Technical Support Engineer ,INDO-MIM,1-5yrs  ,"4,79,086",2.7,7.6,3.9,70
Maintenance Executive ,INDO-MIM,4-10yrs  ,"5,13,449",2.4,8.0,3.9,70
Elevator Technician ,INDO-MIM,3-10yrs  ,"2,05,707",10.0,3.5,3.9,70
Junior Process Agent ,INDO-MIM,1-5yrs  ,"1,67,959",10.0,10.1,3.9,70
Installation Engineer ,INDO-MIM,1-12yrs  ,"2,46,762",95.0,3.6,3.9,70
Design Engineer ,Syngenta,1-5yrs  ,"2,95,220",1.7,4.1,2.5,70
Senior Engineer ,Syngenta,4-8yrs  ,"7,88,205",4.0,12.5,2.5,70
Sales Engineer ,Syngenta,1-6yrs  ,"4,70,005",3.1,7.8,2.5,70
Senior Sales Engineer ,Syngenta,4-13yrs  ,"2,74,143",1.8,4.1,2.5,70
Process Agent ,Syngenta,4-7yrs  ,"6,10,331",3.9,10.0,2.5,70
Technical Support Engineer ,Syngenta,1-5yrs  ,"8,53,693",5.0,11.3,2.5,70
Maintenance Executive ,Syngenta,4-10yrs  ,"9,04,893",4.0,13.0,2.5,70
Elevator Technician ,Syngenta,3-10yrs  ,"18,75,511",10.8,26.2,2.5,70
Junior Process Agent ,Syngenta,1-5yrs  ,"11,90,934",8.8,17.0,2.5,70
Installation Engineer ,Syngenta,1-12yrs  ,"6,00,938",4.2,7.9,2.5,70
Design Engineer ,Jacobs-Engineering-Group,1-5yrs  ,"9,52,351",3.8,19.0,3.7,70
Senior Engineer ,Jacobs-Engineering-Group,4-8yrs  ,"16,14,864",9.0,24.0,3.7,70
Sales Engineer ,Jacobs-Engineering-Group,1-6yrs  ,"7,71,495",4.0,13.0,3.7,70
Senior Sales Engineer ,Jacobs-Engineering-Group,4-13yrs  ,"8,48,235",3.4,14.3,3.7,70
Process Agent ,Jacobs-Engineering-Group,4-7yrs  ,"9,03,751",2.7,15.0,3.7,70
Technical Support Engineer ,Jacobs-Engineering-Group,1-5yrs  ,"15,78,811",7.5,20.0,3.7,70
Maintenance Executive ,Jacobs-Engineering-Group,4-10yrs  ,"15,86,204",10.0,21.0,3.7,70
Elevator Technician ,Jacobs-Engineering-Group,3-10yrs  ,"7,50,756",4.3,11.2,3.7,70
Junior Process Agent ,Jacobs-Engineering-Group,1-5yrs  ,"4,28,652",3.2,6.0,3.7,70
Installation Engineer ,Jacobs-Engineering-Group,1-12yrs  ,"8,77,052",4.5,15.5,3.7,70
Design Engineer ,Vedanta-Resources,1-5yrs  ,"21,16,533",8.6,29.0,3.8,70
Senior Engineer ,Vedanta-Resources,4-8yrs  ,"9,44,405",5.0,14.0,3.8,70
Sales Engineer ,Vedanta-Resources,1-6yrs  ,"16,09,882",4.5,27.7,3.8,70
Senior Sales Engineer ,Vedanta-Resources,4-13yrs  ,"8,42,100",5.5,10.0,3.8,70
Process Agent ,Vedanta-Resources,4-7yrs  ,"7,33,409",4.4,10.0,3.8,70
Technical Support Engineer ,Vedanta-Resources,1-5yrs  ,"4,05,993",2.4,6.0,3.8,70
Maintenance Executive ,Vedanta-Resources,4-10yrs  ,"10,15,204",6.9,15.2,3.8,70
Elevator Technician ,Vedanta-Resources,3-10yrs  ,"6,97,556",3.0,11.3,3.8,70
Junior Process Agent ,Vedanta-Resources,1-5yrs  ,"14,53,035",8.5,24.7,3.8,70
Installation Engineer ,Vedanta-Resources,1-12yrs  ,"7,16,556",3.2,10.0,3.8,70
Design Engineer ,Ruchi-Soya-Industries,1-5yrs  ,"4,35,266",2.3,6.5,3.6,70
Senior Engineer ,Ruchi-Soya-Industries,4-8yrs  ,"11,57,936",5.0,17.0,3.6,70
Sales Engineer ,Ruchi-Soya-Industries,1-6yrs  ,"5,99,683",3.9,8.0,3.6,70
Senior Sales Engineer ,Ruchi-Soya-Industries,4-13yrs  ,"5,60,158",3.4,7.2,3.6,70
Process Agent ,Ruchi-Soya-Industries,4-7yrs  ,"5,00,865",3.6,7.3,3.6,70
Technical Support Engineer ,Ruchi-Soya-Industries,1-5yrs  ,"7,89,081",6.0,10.0,3.6,70
Maintenance Executive ,Ruchi-Soya-Industries,4-10yrs  ,"5,18,244",3.0,6.5,3.6,70
Elevator Technician ,Ruchi-Soya-Industries,3-10yrs  ,"2,81,039",1.5,4.3,3.6,70
Junior Process Agent ,Ruchi-Soya-Industries,1-5yrs  ,"2,72,679",1.8,4.0,3.6,70
Installation Engineer ,Ruchi-Soya-Industries,1-12yrs  ,"5,26,607",2.0,9.0,3.6,70
Design Engineer ,Nexa,1-5yrs  ,"2,91,670",15.0,8.0,3.7,69
Senior Engineer ,Nexa,4-8yrs  ,"4,22,296",2.0,7.0,3.7,69
Sales Engineer ,Nexa,1-6yrs  ,"3,03,941",1.0,5.3,3.7,69
Senior Sales Engineer ,Nexa,4-13yrs  ,"2,50,079",1.1,4.3,3.7,69
Process Agent ,Nexa,4-7yrs  ,"2,62,618",1.1,4.8,3.7,69
Technical Support Engineer ,Nexa,1-5yrs  ,"2,81,628",1.2,7.0,3.7,69
Maintenance Executive ,Nexa,4-10yrs  ,"1,99,961",1.0,4.7,3.7,69
Elevator Technician ,Nexa,3-10yrs  ,"4,55,056",2.4,8.1,3.7,69
Junior Process Agent ,Nexa,1-5yrs  ,"1,81,483",20.0,4.6,3.7,69
Installation Engineer ,Nexa,1-12yrs  ,"4,32,231",2.7,7.0,3.7,69
Design Engineer ,Jakson-Group,1-5yrs  ,"3,93,377",2.0,6.5,1.6,69
Senior Engineer ,Jakson-Group,4-8yrs  ,"6,31,328",2.5,8.2,1.6,69
Sales Engineer ,Jakson-Group,1-6yrs  ,"4,15,641",3.0,6.0,1.6,69
Senior Sales Engineer ,Jakson-Group,4-13yrs  ,"21,14,863",15.0,25.5,1.6,69
Process Agent ,Jakson-Group,4-7yrs  ,"2,83,327",1.7,4.1,1.6,69
Technical Support Engineer ,Jakson-Group,1-5yrs  ,"2,94,344",1.5,4.3,1.6,69
Maintenance Executive ,Jakson-Group,4-10yrs  ,"6,41,295",3.5,8.5,1.6,69
Elevator Technician ,Jakson-Group,3-10yrs  ,"3,15,293",2.0,4.4,1.6,69
Junior Process Agent ,Jakson-Group,1-5yrs  ,"11,96,697",8.9,16.5,1.6,69
Installation Engineer ,Jakson-Group,1-12yrs  ,"4,84,321",4.0,5.8,1.6,69
Design Engineer ,Huhtamaki,1-5yrs  ,"4,02,826",1.5,6.2,4.2,69
Senior Engineer ,Huhtamaki,4-8yrs  ,"2,42,242",1.2,4.5,4.2,69
Sales Engineer ,Huhtamaki,1-6yrs  ,"3,09,696",1.1,5.5,4.2,69
Senior Sales Engineer ,Huhtamaki,4-13yrs  ,"6,09,246",3.0,10.1,4.2,69
Process Agent ,Huhtamaki,4-7yrs  ,"3,67,819",1.5,6.0,4.2,69
Technical Support Engineer ,Huhtamaki,1-5yrs  ,"2,99,199",1.2,6.0,4.2,69
Maintenance Executive ,Huhtamaki,4-10yrs  ,"9,70,773",7.2,12.5,4.2,69
Elevator Technician ,Huhtamaki,3-10yrs  ,"4,93,631",3.5,6.2,4.2,69
Junior Process Agent ,Huhtamaki,1-5yrs  ,"2,95,484",30.0,5.0,4.2,69
Installation Engineer ,Huhtamaki,1-12yrs  ,"4,46,845",3.3,6.0,4.2,69
Design Engineer ,Imperial-Auto-Industries,1-5yrs  ,"2,71,404",95.0,4.2,3.6,69
Senior Engineer ,Imperial-Auto-Industries,4-8yrs  ,"4,46,850",2.3,6.2,3.6,69
Sales Engineer ,Imperial-Auto-Industries,1-6yrs  ,"3,12,096",1.7,4.3,3.6,69
Senior Sales Engineer ,Imperial-Auto-Industries,4-13yrs  ,"2,98,842",1.7,4.2,3.6,69
Process Agent ,Imperial-Auto-Industries,4-7yrs  ,"3,98,403",2.4,5.3,3.6,69
Technical Support Engineer ,Imperial-Auto-Industries,1-5yrs  ,"1,91,389",15.0,3.5,3.6,69
Maintenance Executive ,Imperial-Auto-Industries,4-10yrs  ,"2,82,985",1.2,4.5,3.6,69
Elevator Technician ,Imperial-Auto-Industries,3-10yrs  ,"2,55,883",1.2,4.1,3.6,69
Junior Process Agent ,Imperial-Auto-Industries,1-5yrs  ,"2,57,419",1.2,3.5,3.6,69
Installation Engineer ,Imperial-Auto-Industries,1-12yrs  ,"7,54,779",5.3,10.0,3.6,69
Design Engineer ,V5-Global-Services,1-5yrs  ,"2,72,604",1.0,4.5,4.2,68
Senior Engineer ,V5-Global-Services,4-8yrs  ,"3,35,374",1.8,4.3,4.2,68
Sales Engineer ,V5-Global-Services,1-6yrs  ,"3,40,544",2.1,4.8,4.2,68
Senior Sales Engineer ,V5-Global-Services,4-13yrs  ,"2,30,192",1.7,3.2,4.2,68
Process Agent ,V5-Global-Services,4-7yrs  ,"2,91,250",2.1,3.6,4.2,68
Technical Support Engineer ,V5-Global-Services,1-5yrs  ,"3,08,158",2.0,4.5,4.2,68
Maintenance Executive ,V5-Global-Services,4-10yrs  ,"3,70,158",2.9,4.8,4.2,68
Elevator Technician ,V5-Global-Services,3-10yrs  ,"3,17,358",2.1,4.7,4.2,68
Junior Process Agent ,V5-Global-Services,1-5yrs  ,"1,47,430",15.5,3.2,4.2,68
Installation Engineer ,V5-Global-Services,1-12yrs  ,"3,76,825",2.7,5.0,4.2,68
Design Engineer ,Karur-Vysya-Bank,1-5yrs  ,"2,56,796",1.6,3.8,4.0,68
Senior Engineer ,Karur-Vysya-Bank,4-8yrs  ,"2,67,521",2.0,4.0,4.0,68
Sales Engineer ,Karur-Vysya-Bank,1-6yrs  ,"3,52,426",3.0,5.0,4.0,68
Senior Sales Engineer ,Karur-Vysya-Bank,4-13yrs  ,"13,50,591",9.0,17.0,4.0,68
Process Agent ,Karur-Vysya-Bank,4-7yrs  ,"12,63,078",8.0,15.6,4.0,68
Technical Support Engineer ,Karur-Vysya-Bank,1-5yrs  ,"11,59,656",7.0,16.0,4.0,68
Maintenance Executive ,Karur-Vysya-Bank,4-10yrs  ,"5,08,055",1.2,6.8,4.0,68
Elevator Technician ,Karur-Vysya-Bank,3-10yrs  ,"9,40,671",6.0,13.0,4.0,68
Junior Process Agent ,Karur-Vysya-Bank,1-5yrs  ,"7,63,171",4.0,12.0,4.0,68
Installation Engineer ,Karur-Vysya-Bank,1-12yrs  ,"10,84,369",3.2,18.1,4.0,68
Design Engineer ,Yashoda-Hospitals,1-5yrs  ,"2,89,268",20.0,20.6,4.1,68
Senior Engineer ,Yashoda-Hospitals,4-8yrs  ,"4,28,771",1.0,7.2,4.1,68
Sales Engineer ,Yashoda-Hospitals,1-6yrs  ,"2,25,987",95.0,3.5,4.1,68
Senior Sales Engineer ,Yashoda-Hospitals,4-13yrs  ,"2,40,433",1.2,4.3,4.1,68
Process Agent ,Yashoda-Hospitals,4-7yrs  ,"4,95,600",3.0,7.0,4.1,68
Technical Support Engineer ,Yashoda-Hospitals,1-5yrs  ,"2,27,410",1.0,3.0,4.1,68
Maintenance Executive ,Yashoda-Hospitals,4-10yrs  ,"5,86,502",3.9,9.0,4.1,68
Elevator Technician ,Yashoda-Hospitals,3-10yrs  ,"2,48,654",20.0,5.0,4.1,68
Junior Process Agent ,Yashoda-Hospitals,1-5yrs  ,"4,19,800",2.3,6.0,4.1,68
Installation Engineer ,Yashoda-Hospitals,1-12yrs  ,"4,79,280",1.5,8.0,4.1,68
Design Engineer ,Brillio,1-5yrs  ,"12,66,376",3.9,26.0,3.6,68
Senior Engineer ,Brillio,4-8yrs  ,"14,37,991",4.0,27.2,3.6,68
Sales Engineer ,Brillio,1-6yrs  ,"7,81,030",3.0,15.0,3.6,68
Senior Sales Engineer ,Brillio,4-13yrs  ,"23,61,773",10.0,36.4,3.6,68
Process Agent ,Brillio,4-7yrs  ,"7,07,401",4.8,10.0,3.6,68
Technical Support Engineer ,Brillio,1-5yrs  ,"5,96,032",4.0,12.0,3.6,68
Maintenance Executive ,Brillio,4-10yrs  ,"29,04,915",13.0,40.0,3.6,68
Elevator Technician ,Brillio,3-10yrs  ,"28,15,428",14.0,40.0,3.6,68
Junior Process Agent ,Brillio,1-5yrs  ,"7,09,567",3.0,10.2,3.6,68
Installation Engineer ,Brillio,1-12yrs  ,"10,45,743",5.1,15.0,3.6,68
Design Engineer ,FOCUS-EDUMATICS,1-5yrs  ,"2,45,627",10.0,5.8,3.2,68
Senior Engineer ,FOCUS-EDUMATICS,4-8yrs  ,"3,18,905",1.5,4.0,3.2,68
Sales Engineer ,FOCUS-EDUMATICS,1-6yrs  ,"3,44,313",2.5,4.0,3.2,68
Senior Sales Engineer ,FOCUS-EDUMATICS,4-13yrs  ,"2,03,919",20.0,4.0,3.2,68
