Designation,Company,experience,average salary,minimum salary,maximum salary,ratings,reviews
Production Officer ,Hilton,1-6yrs  ,"2,25,895",1.3,5.3,3.7,79
Executive Production ,Hilton,5-13yrs  ,"3,02,281",50.0,6.0,3.7,79
QC Officer ,Hilton,1-6yrs  ,"2,38,793",1.1,3.2,3.7,79
Scientist 1 ,Hilton,2-6yrs  ,"4,33,600",3.1,6.0,3.7,79
Deputy Manager ,Hilton,8-16yrs  ,"3,30,208",2.3,4.8,3.7,79
Junior Production Officer ,Hilton,1-3yrs  ,"4,59,375",3.1,7.2,3.7,79
Process Engineer ,Hilton,1-7yrs  ,"2,98,070",2.0,4.0,3.7,79
EHS Officer ,Hilton,1-7yrs  ,"4,87,739",3.8,6.5,3.7,79
Officer ,Medreich,1-7yrs  ,"3,13,219",1.9,4.4,3.5,78
Junior Officer ,Medreich,1-5yrs  ,"3,40,896",2.4,4.3,3.5,78
Production Officer ,Medreich,1-6yrs  ,"2,99,049",2.0,4.0,3.5,78
Executive Production ,Medreich,5-13yrs  ,"11,93,105",8.0,15.5,3.5,78
QC Officer ,Medreich,1-6yrs  ,"2,94,274",2.4,3.5,3.5,78
Scientist 1 ,Medreich,2-6yrs  ,"3,08,898",2.4,4.3,3.5,78
Deputy Manager ,Medreich,8-16yrs  ,"2,73,491",1.6,3.2,3.5,78
Junior Production Officer ,Medreich,1-3yrs  ,"3,12,349",2.5,3.7,3.5,78
Process Engineer ,Medreich,1-7yrs  ,"3,03,789",2.3,3.8,3.5,78
EHS Officer ,Medreich,1-7yrs  ,"4,64,061",3.8,6.0,3.5,78
Officer ,Quantiphi-Analytics-Solutions,1-7yrs  ,"11,49,686",5.5,18.5,3.7,78
Junior Officer ,Quantiphi-Analytics-Solutions,1-5yrs  ,"10,94,049",4.3,19.0,3.7,78
Production Officer ,Quantiphi-Analytics-Solutions,1-6yrs  ,"10,24,634",6.0,14.5,3.7,78
Executive Production ,Quantiphi-Analytics-Solutions,5-13yrs  ,"17,65,321",7.5,23.0,3.7,78
QC Officer ,Quantiphi-Analytics-Solutions,1-6yrs  ,"17,31,927",8.0,25.0,3.7,78
Scientist 1 ,Quantiphi-Analytics-Solutions,2-6yrs  ,"11,34,098",5.5,17.7,3.7,78
Deputy Manager ,Quantiphi-Analytics-Solutions,8-16yrs  ,"17,42,779",9.6,30.0,3.7,78
Junior Production Officer ,Quantiphi-Analytics-Solutions,1-3yrs  ,"11,69,767",6.5,18.0,3.7,78
Process Engineer ,Quantiphi-Analytics-Solutions,1-7yrs  ,"28,35,973",11.0,37.0,3.7,78
EHS Officer ,Quantiphi-Analytics-Solutions,1-7yrs  ,"15,52,096",6.0,21.5,3.7,78
Officer ,Inox-Wind,1-7yrs  ,"3,70,176",2.0,4.8,4.3,78
Junior Officer ,Inox-Wind,1-5yrs  ,"5,03,795",3.5,6.7,4.3,78
Production Officer ,Inox-Wind,1-6yrs  ,"2,96,855",1.8,4.0,4.3,78
Executive Production ,Inox-Wind,5-13yrs  ,"3,94,337",2.4,4.8,4.3,78
QC Officer ,Inox-Wind,1-6yrs  ,"8,61,430",6.0,10.6,4.3,78
Scientist 1 ,Inox-Wind,2-6yrs  ,"3,08,828",2.1,3.8,4.3,78
Deputy Manager ,Inox-Wind,8-16yrs  ,"4,46,933",3.1,5.1,4.3,78
Junior Production Officer ,Inox-Wind,1-3yrs  ,"1,95,813",25.0,3.0,4.3,78
Process Engineer ,Inox-Wind,1-7yrs  ,"2,88,132",2.4,3.6,4.3,78
EHS Officer ,Inox-Wind,1-7yrs  ,"3,27,661",2.4,3.9,4.3,78
Officer ,Vijay-Sales,1-7yrs  ,"2,55,778",1.1,4.5,3.8,78
Junior Officer ,Vijay-Sales,1-5yrs  ,"5,06,127",3.2,7.2,3.8,78
Production Officer ,Vijay-Sales,1-6yrs  ,"2,57,697",1.0,3.2,3.8,78
Executive Production ,Vijay-Sales,5-13yrs  ,"3,59,473",2.1,5.7,3.8,78
QC Officer ,Vijay-Sales,1-6yrs  ,"2,46,394",1.2,5.0,3.8,78
Scientist 1 ,Vijay-Sales,2-6yrs  ,"2,83,038",1.9,3.6,3.8,78
Deputy Manager ,Vijay-Sales,8-16yrs  ,"2,68,630",1.6,4.5,3.8,78
Junior Production Officer ,Vijay-Sales,1-3yrs  ,"8,05,804",3.4,14.0,3.8,78
Process Engineer ,Vijay-Sales,1-7yrs  ,"7,64,168",5.0,12.0,3.8,78
EHS Officer ,Vijay-Sales,1-7yrs  ,"4,60,519",3.5,6.0,3.8,78
Officer ,Orient-Electric,1-7yrs  ,"10,30,430",6.3,14.7,3.9,78
Junior Officer ,Orient-Electric,1-5yrs  ,"7,25,565",4.9,11.3,3.9,78
Production Officer ,Orient-Electric,1-6yrs  ,"5,77,571",2.6,8.8,3.9,78
Executive Production ,Orient-Electric,5-13yrs  ,"7,37,476",4.8,9.2,3.9,78
QC Officer ,Orient-Electric,1-6yrs  ,"11,85,429",7.0,16.0,3.9,78
Scientist 1 ,Orient-Electric,2-6yrs  ,"3,48,687",1.7,7.1,3.9,78
Deputy Manager ,Orient-Electric,8-16yrs  ,"3,05,956",90.0,4.5,3.9,78
Junior Production Officer ,Orient-Electric,1-3yrs  ,"7,94,009",6.5,9.8,3.9,78
Process Engineer ,Orient-Electric,1-7yrs  ,"3,73,667",2.0,6.0,3.9,78
EHS Officer ,Orient-Electric,1-7yrs  ,"11,75,769",3.3,18.2,3.9,78
Officer ,MAS-Financial-Services,1-7yrs  ,"4,06,869",2.5,6.6,4.2,77
Junior Officer ,MAS-Financial-Services,1-5yrs  ,"3,99,662",1.1,5.7,4.2,77
Production Officer ,MAS-Financial-Services,1-6yrs  ,"3,08,483",20.0,4.6,4.2,77
Executive Production ,MAS-Financial-Services,5-13yrs  ,"5,27,598",2.2,8.5,4.2,77
QC Officer ,MAS-Financial-Services,1-6yrs  ,"2,20,005",1.1,3.5,4.2,77
Scientist 1 ,MAS-Financial-Services,2-6yrs  ,"2,84,532",1.8,3.5,4.2,77
Deputy Manager ,MAS-Financial-Services,8-16yrs  ,"2,30,224",1.5,3.0,4.2,77
Junior Production Officer ,MAS-Financial-Services,1-3yrs  ,"8,60,862",6.0,11.5,4.2,77
Process Engineer ,MAS-Financial-Services,1-7yrs  ,"5,02,238",2.5,9.0,4.2,77
EHS Officer ,MAS-Financial-Services,1-7yrs  ,"2,30,920",1.7,2.9,4.2,77
Officer ,IVY-Comptech,1-7yrs  ,"8,92,847",3.6,15.0,3.9,77
Junior Officer ,IVY-Comptech,1-5yrs  ,"14,35,358",8.0,22.0,3.9,77
Production Officer ,IVY-Comptech,1-6yrs  ,"19,78,387",14.0,26.0,3.9,77
Executive Production ,IVY-Comptech,5-13yrs  ,"9,90,036",7.0,13.8,3.9,77
QC Officer ,IVY-Comptech,1-6yrs  ,"7,44,316",4.0,10.4,3.9,77
Scientist 1 ,IVY-Comptech,2-6yrs  ,"25,91,269",17.8,34.5,3.9,77
Deputy Manager ,IVY-Comptech,8-16yrs  ,"8,99,628",3.2,14.0,3.9,77
Junior Production Officer ,IVY-Comptech,1-3yrs  ,"13,71,877",7.0,23.5,3.9,77
Process Engineer ,IVY-Comptech,1-7yrs  ,"6,29,957",4.0,8.2,3.9,77
EHS Officer ,IVY-Comptech,1-7yrs  ,"7,80,830",4.0,10.0,3.9,77
Officer ,Progressive-Infovision,1-7yrs  ,"2,39,295",1.1,3.2,4.5,77
Junior Officer ,Progressive-Infovision,1-5yrs  ,"2,61,145",1.4,3.5,4.5,77
Production Officer ,Progressive-Infovision,1-6yrs  ,"2,20,947",1.7,2.8,4.5,77
Executive Production ,Progressive-Infovision,5-13yrs  ,"2,60,624",1.9,3.4,4.5,77
QC Officer ,Progressive-Infovision,1-6yrs  ,"2,19,286",1.4,2.7,4.5,77
Scientist 1 ,Progressive-Infovision,2-6yrs  ,"3,47,000",2.0,4.8,4.5,77
Deputy Manager ,Progressive-Infovision,8-16yrs  ,"2,66,300",1.3,4.1,4.5,77
Junior Production Officer ,Progressive-Infovision,1-3yrs  ,"2,72,632",2.0,3.5,4.5,77
Process Engineer ,Progressive-Infovision,1-7yrs  ,"2,67,283",2.1,3.4,4.5,77
EHS Officer ,Progressive-Infovision,1-7yrs  ,"1,92,898",1.5,2.6,4.5,77
Officer ,Jaro-Education,1-7yrs  ,"6,00,513",3.0,11.0,4.7,77
Junior Officer ,Jaro-Education,1-5yrs  ,"5,92,679",3.0,9.7,4.7,77
Production Officer ,Jaro-Education,1-6yrs  ,"6,63,205",2.5,8.8,4.7,77
Executive Production ,Jaro-Education,5-13yrs  ,"3,51,184",2.1,5.5,4.7,77
QC Officer ,Jaro-Education,1-6yrs  ,"5,81,039",3.6,8.0,4.7,77
Scientist 1 ,Jaro-Education,2-6yrs  ,"6,50,229",4.0,8.4,4.7,77
Deputy Manager ,Jaro-Education,8-16yrs  ,"6,23,426",4.0,8.7,4.7,77
Junior Production Officer ,Jaro-Education,1-3yrs  ,"4,85,246",3.0,7.2,4.7,77
Process Engineer ,Jaro-Education,1-7yrs  ,"5,72,045",4.0,8.5,4.7,77
EHS Officer ,Jaro-Education,1-7yrs  ,"7,03,793",5.4,9.0,4.7,77
Officer ,Steel-Authority-Of-India,1-7yrs  ,"15,87,558",9.5,21.0,3.8,77
Junior Officer ,Steel-Authority-Of-India,1-5yrs  ,"28,65,659",18.0,40.0,3.8,77
Production Officer ,Steel-Authority-Of-India,1-6yrs  ,"24,29,465",14.6,32.0,3.8,77
Executive Production ,Steel-Authority-Of-India,5-13yrs  ,"36,32,307",18.0,51.0,3.8,77
QC Officer ,Steel-Authority-Of-India,1-6yrs  ,"6,73,594",4.5,11.5,3.8,77
Scientist 1 ,Steel-Authority-Of-India,2-6yrs  ,"3,73,341",30.0,7.4,3.8,77
Deputy Manager ,Steel-Authority-Of-India,8-16yrs  ,"6,22,607",1.8,8.8,3.8,77
Junior Production Officer ,Steel-Authority-Of-India,1-3yrs  ,"4,02,100",1.2,6.0,3.8,77
Process Engineer ,Steel-Authority-Of-India,1-7yrs  ,"8,86,560",5.5,12.0,3.8,77
EHS Officer ,Steel-Authority-Of-India,1-7yrs  ,"5,10,833",3.5,7.0,3.8,77
Officer ,Hapag-Lloyd,1-7yrs  ,"3,30,174",1.9,5.7,3.4,76
Junior Officer ,Hapag-Lloyd,1-5yrs  ,"2,33,848",1.5,3.5,3.4,76
Production Officer ,Hapag-Lloyd,1-6yrs  ,"2,69,335",1.5,5.5,3.4,76
Executive Production ,Hapag-Lloyd,5-13yrs  ,"2,62,943",1.6,4.0,3.4,76
QC Officer ,Hapag-Lloyd,1-6yrs  ,"2,39,024",1.3,4.0,3.4,76
Scientist 1 ,Hapag-Lloyd,2-6yrs  ,"6,34,530",3.5,9.2,3.4,76
Deputy Manager ,Hapag-Lloyd,8-16yrs  ,"2,78,076",2.0,4.5,3.4,76
Junior Production Officer ,Hapag-Lloyd,1-3yrs  ,"4,56,427",2.2,7.3,3.4,76
Process Engineer ,Hapag-Lloyd,1-7yrs  ,"2,55,592",1.9,3.9,3.4,76
EHS Officer ,Hapag-Lloyd,1-7yrs  ,"2,31,915",1.8,3.4,3.4,76
Officer ,HIL,1-7yrs  ,"8,45,875",5.0,12.0,3.7,76
Junior Officer ,HIL,1-5yrs  ,"5,00,787",3.6,6.7,3.7,76
Production Officer ,HIL,1-6yrs  ,"3,81,818",2.5,4.8,3.7,76
Executive Production ,HIL,5-13yrs  ,"4,52,268",2.6,5.5,3.7,76
QC Officer ,HIL,1-6yrs  ,"4,13,621",3.5,4.8,3.7,76
Scientist 1 ,HIL,2-6yrs  ,"4,22,143",3.0,5.5,3.7,76
Deputy Manager ,HIL,8-16yrs  ,"4,49,980",3.3,6.0,3.7,76
Junior Production Officer ,HIL,1-3yrs  ,"6,60,835",5.5,8.0,3.7,76
Process Engineer ,HIL,1-7yrs  ,"10,30,280",6.3,15.1,3.7,76
EHS Officer ,HIL,1-7yrs  ,"4,37,391",3.8,5.6,3.7,76
Officer ,uFaber,1-7yrs  ,"4,04,916",25.0,9.0,3.4,76
Junior Officer ,uFaber,1-5yrs  ,"4,50,352",3.0,6.5,3.4,76
Production Officer ,uFaber,1-6yrs  ,"3,85,292",2.3,5.5,3.4,76
Executive Production ,uFaber,5-13yrs  ,"4,64,121",2.2,6.6,3.4,76
QC Officer ,uFaber,1-6yrs  ,"3,44,569",1.4,7.5,3.4,76
Scientist 1 ,uFaber,2-6yrs  ,"2,88,809",1.0,5.0,3.4,76
Deputy Manager ,uFaber,8-16yrs  ,"4,46,962",3.0,6.2,3.4,76
Junior Production Officer ,uFaber,1-3yrs  ,"6,04,462",3.9,8.0,3.4,76
Process Engineer ,uFaber,1-7yrs  ,"8,34,375",5.1,11.5,3.4,76
EHS Officer ,uFaber,1-7yrs  ,"2,72,917",2.3,3.0,3.4,76
Officer ,BT-E-Serv,1-7yrs  ,"5,04,275",3.0,7.3,4.5,76
Junior Officer ,BT-E-Serv,1-5yrs  ,"4,88,637",2.4,8.0,4.5,76
Production Officer ,BT-E-Serv,1-6yrs  ,"19,74,167",9.7,24.8,4.5,76
Executive Production ,BT-E-Serv,5-13yrs  ,"14,27,662",9.3,21.6,4.5,76
QC Officer ,BT-E-Serv,1-6yrs  ,"3,17,287",1.9,5.5,4.5,76
Scientist 1 ,BT-E-Serv,2-6yrs  ,"4,87,182",3.5,6.1,4.5,76
Deputy Manager ,BT-E-Serv,8-16yrs  ,"13,64,259",7.3,21.0,4.5,76
Junior Production Officer ,BT-E-Serv,1-3yrs  ,"4,96,406",3.2,8.0,4.5,76
Process Engineer ,BT-E-Serv,1-7yrs  ,"17,54,280",14.0,23.0,4.5,76
EHS Officer ,BT-E-Serv,1-7yrs  ,"11,28,331",7.7,18.4,4.5,76
Officer ,Accel-Frontline,1-7yrs  ,"1,83,936",1.1,3.2,4.5,76
Junior Officer ,Accel-Frontline,1-5yrs  ,"1,19,921",1.0,2.5,4.5,76
Production Officer ,Accel-Frontline,1-6yrs  ,"2,97,556",1.5,7.0,4.5,76
Executive Production ,Accel-Frontline,5-13yrs  ,"1,69,161",1.3,3.5,4.5,76
QC Officer ,Accel-Frontline,1-6yrs  ,"1,97,550",85.0,3.5,4.5,76
Scientist 1 ,Accel-Frontline,2-6yrs  ,"6,10,913",2.5,9.5,4.5,76
Deputy Manager ,Accel-Frontline,8-16yrs  ,"2,29,999",1.4,4.0,4.5,76
Junior Production Officer ,Accel-Frontline,1-3yrs  ,"2,52,255",1.5,4.0,4.5,76
Process Engineer ,Accel-Frontline,1-7yrs  ,"1,70,181",1.0,2.4,4.5,76
EHS Officer ,Accel-Frontline,1-7yrs  ,"3,12,292",2.1,4.7,4.5,76
Officer ,Dhanuka-Agritech,1-7yrs  ,"3,78,286",1.8,5.5,4.0,75
Junior Officer ,Dhanuka-Agritech,1-5yrs  ,"3,77,169",2.1,5.1,4.0,75
Production Officer ,Dhanuka-Agritech,1-6yrs  ,"9,17,809",6.0,12.6,4.0,75
Executive Production ,Dhanuka-Agritech,5-13yrs  ,"4,12,400",2.3,5.7,4.0,75
QC Officer ,Dhanuka-Agritech,1-6yrs  ,"5,93,530",3.3,8.3,4.0,75
Scientist 1 ,Dhanuka-Agritech,2-6yrs  ,"2,26,704",1.3,3.0,4.0,75
Deputy Manager ,Dhanuka-Agritech,8-16yrs  ,"4,70,769",3.7,5.8,4.0,75
Junior Production Officer ,Dhanuka-Agritech,1-3yrs  ,"5,41,653",4.2,6.9,4.0,75
Process Engineer ,Dhanuka-Agritech,1-7yrs  ,"2,19,783",1.8,2.8,4.0,75
EHS Officer ,Dhanuka-Agritech,1-7yrs  ,"4,53,780",3.0,6.2,4.0,75
Officer ,Ongc-Petro-Additions,1-7yrs  ,"3,14,450",1.8,5.0,3.0,75
Junior Officer ,Ongc-Petro-Additions,1-5yrs  ,"15,63,816",13.0,22.0,3.0,75
Production Officer ,Ongc-Petro-Additions,1-6yrs  ,"3,22,860",1.0,5.0,3.0,75
Executive Production ,Ongc-Petro-Additions,5-13yrs  ,"2,91,536",1.5,5.0,3.0,75
QC Officer ,Ongc-Petro-Additions,1-6yrs  ,"5,99,503",3.5,8.3,3.0,75
Scientist 1 ,Ongc-Petro-Additions,2-6yrs  ,"4,40,956",3.9,5.0,3.0,75
Deputy Manager ,Ongc-Petro-Additions,8-16yrs  ,"2,31,100",2.0,2.7,3.0,75
Junior Production Officer ,Ongc-Petro-Additions,1-3yrs  ,"7,01,015",6.0,9.5,3.0,75
Process Engineer ,Ongc-Petro-Additions,1-7yrs  ,"9,24,011",7.7,11.6,3.0,75
EHS Officer ,Ongc-Petro-Additions,1-7yrs  ,"3,03,563",1.8,6.0,3.0,75
Officer ,National-Informatics-Centre,1-7yrs  ,"4,77,502",1.8,9.4,4.0,75
Junior Officer ,National-Informatics-Centre,1-5yrs  ,"5,29,451",2.6,9.1,4.0,75
Production Officer ,National-Informatics-Centre,1-6yrs  ,"3,88,940",2.0,5.6,4.0,75
Executive Production ,National-Informatics-Centre,5-13yrs  ,"7,46,219",3.6,11.3,4.0,75
QC Officer ,National-Informatics-Centre,1-6yrs  ,"3,06,067",1.4,5.0,4.0,75
Scientist 1 ,National-Informatics-Centre,2-6yrs  ,"4,38,457",2.0,6.0,4.0,75
Deputy Manager ,National-Informatics-Centre,8-16yrs  ,"4,24,823",1.8,7.2,4.0,75
Junior Production Officer ,National-Informatics-Centre,1-3yrs  ,"2,96,376",1.8,4.0,4.0,75
Process Engineer ,National-Informatics-Centre,1-7yrs  ,"6,63,533",4.0,10.5,4.0,75
EHS Officer ,National-Informatics-Centre,1-7yrs  ,"3,95,587",2.0,7.3,4.0,75
Officer ,Times-Group,1-7yrs  ,"11,01,098",5.3,21.0,4.3,75
Junior Officer ,Times-Group,1-5yrs  ,"27,90,031",14.0,41.0,4.3,75
Production Officer ,Times-Group,1-6yrs  ,"6,76,211",4.4,10.0,4.3,75
Executive Production ,Times-Group,5-13yrs  ,"22,01,076",14.2,30.0,4.3,75
QC Officer ,Times-Group,1-6yrs  ,"37,99,116",21.0,51.0,4.3,75
Scientist 1 ,Times-Group,2-6yrs  ,"5,78,402",3.7,9.0,4.3,75
Deputy Manager ,Times-Group,8-16yrs  ,"3,84,058",3.4,6.0,4.3,75
Junior Production Officer ,Times-Group,1-3yrs  ,"10,41,721",7.0,15.5,4.3,75
Process Engineer ,Times-Group,1-7yrs  ,"9,99,211",4.0,19.7,4.3,75
EHS Officer ,Times-Group,1-7yrs  ,"12,20,086",6.3,17.0,4.3,75
Officer ,Atkins,1-7yrs  ,"8,16,130",4.6,11.0,4.2,75
Junior Officer ,Atkins,1-5yrs  ,"5,55,604",3.5,8.0,4.2,75
Production Officer ,Atkins,1-6yrs  ,"11,68,161",5.0,16.1,4.2,75
Executive Production ,Atkins,5-13yrs  ,"2,38,403",90.0,4.0,4.2,75
QC Officer ,Atkins,1-6yrs  ,"5,20,826",3.4,6.8,4.2,75
Scientist 1 ,Atkins,2-6yrs  ,"1,74,808",20.0,4.0,4.2,75
Deputy Manager ,Atkins,8-16yrs  ,"9,69,430",6.9,12.5,4.2,75
Junior Production Officer ,Atkins,1-3yrs  ,"1,59,900",15.0,3.0,4.2,75
Process Engineer ,Atkins,1-7yrs  ,"16,43,323",11.0,20.4,4.2,75
EHS Officer ,Atkins,1-7yrs  ,"12,89,384",9.5,16.0,4.2,75
Officer ,Hitachi,1-7yrs  ,"2,84,593",20.0,6.2,4.2,75
Junior Officer ,Hitachi,1-5yrs  ,"16,82,922",8.0,20.5,4.2,75
Production Officer ,Hitachi,1-6yrs  ,"1,90,115",1.3,2.9,4.2,75
Executive Production ,Hitachi,5-13yrs  ,"10,79,857",3.0,25.0,4.2,75
QC Officer ,Hitachi,1-6yrs  ,"17,56,875",9.2,30.0,4.2,75
Scientist 1 ,Hitachi,2-6yrs  ,"4,47,862",3.0,6.9,4.2,75
Deputy Manager ,Hitachi,8-16yrs  ,"10,00,714",4.4,22.0,4.2,75
Junior Production Officer ,Hitachi,1-3yrs  ,"19,54,515",10.0,34.0,4.2,75
Process Engineer ,Hitachi,1-7yrs  ,"2,24,541",1.3,3.7,4.2,75
EHS Officer ,Hitachi,1-7yrs  ,"4,20,257",2.0,7.2,4.2,75
Officer ,Aequs,1-7yrs  ,"2,11,746",1.8,3.0,3.4,74
Junior Officer ,Aequs,1-5yrs  ,"3,46,483",1.8,4.8,3.4,74
Production Officer ,Aequs,1-6yrs  ,"3,37,324",2.0,4.2,3.4,74
Executive Production ,Aequs,5-13yrs  ,"2,97,049",1.4,4.4,3.4,74
QC Officer ,Aequs,1-6yrs  ,"6,57,842",4.2,8.9,3.4,74
Scientist 1 ,Aequs,2-6yrs  ,"2,97,581",1.8,4.3,3.4,74
Deputy Manager ,Aequs,8-16yrs  ,"9,38,335",5.4,14.0,3.4,74
Junior Production Officer ,Aequs,1-3yrs  ,"2,06,934",1.3,2.6,3.4,74
Process Engineer ,Aequs,1-7yrs  ,"4,79,490",2.8,7.0,3.4,74
EHS Officer ,Aequs,1-7yrs  ,"2,42,768",1.8,3.0,3.4,74
Officer ,Affinity-Express,1-7yrs  ,"3,46,322",1.1,5.3,3.8,74
Junior Officer ,Affinity-Express,1-5yrs  ,"3,50,961",1.9,4.6,3.8,74
Production Officer ,Affinity-Express,1-6yrs  ,"2,55,120",1.8,3.0,3.8,74
Executive Production ,Affinity-Express,5-13yrs  ,"2,59,176",1.7,4.0,3.8,74
QC Officer ,Affinity-Express,1-6yrs  ,"2,37,392",1.8,3.0,3.8,74
Scientist 1 ,Affinity-Express,2-6yrs  ,"3,76,533",1.8,5.3,3.8,74
Deputy Manager ,Affinity-Express,8-16yrs  ,"3,74,036",2.0,5.0,3.8,74
Junior Production Officer ,Affinity-Express,1-3yrs  ,"3,04,559",1.5,4.5,3.8,74
Process Engineer ,Affinity-Express,1-7yrs  ,"3,07,404",1.0,4.5,3.8,74
EHS Officer ,Affinity-Express,1-7yrs  ,"6,90,685",3.5,8.9,3.8,74
Officer ,Renault,1-7yrs  ,"2,16,406",25.0,12.0,4.2,74
Junior Officer ,Renault,1-5yrs  ,"2,07,131",1.0,3.1,4.2,74
Production Officer ,Renault,1-6yrs  ,"2,56,555",1.0,4.5,4.2,74
Executive Production ,Renault,5-13yrs  ,"3,41,202",1.4,5.5,4.2,74
QC Officer ,Renault,1-6yrs  ,"2,78,110",1.6,4.8,4.2,74
Scientist 1 ,Renault,2-6yrs  ,"17,82,125",13.4,27.5,4.2,74
Deputy Manager ,Renault,8-16yrs  ,"4,05,725",2.0,7.0,4.2,74
Junior Production Officer ,Renault,1-3yrs  ,"9,63,792",6.0,15.0,4.2,74
Process Engineer ,Renault,1-7yrs  ,"1,72,175",60.0,4.3,4.2,74
EHS Officer ,Renault,1-7yrs  ,"17,36,861",11.6,22.5,4.2,74
Officer ,Orient-Cement,1-7yrs  ,"10,00,364",7.0,12.6,3.2,74
Junior Officer ,Orient-Cement,1-5yrs  ,"7,83,625",5.1,9.5,3.2,74
Production Officer ,Orient-Cement,1-6yrs  ,"11,59,089",7.0,16.0,3.2,74
Executive Production ,Orient-Cement,5-13yrs  ,"6,71,872",4.0,9.9,3.2,74
QC Officer ,Orient-Cement,1-6yrs  ,"6,87,062",4.8,9.0,3.2,74
Scientist 1 ,Orient-Cement,2-6yrs  ,"3,95,455",2.4,5.8,3.2,74
Deputy Manager ,Orient-Cement,8-16yrs  ,"6,01,134",3.5,7.0,3.2,74
Junior Production Officer ,Orient-Cement,1-3yrs  ,"5,81,316",5.5,6.8,3.2,74
Process Engineer ,Orient-Cement,1-7yrs  ,"10,96,626",8.5,13.0,3.2,74
EHS Officer ,Orient-Cement,1-7yrs  ,"4,72,361",3.2,6.0,3.2,74
Officer ,Goodyear,1-7yrs  ,"14,70,353",9.5,18.5,3.9,73
Junior Officer ,Goodyear,1-5yrs  ,"13,47,941",9.0,16.5,3.9,73
Production Officer ,Goodyear,1-6yrs  ,"9,96,182",7.1,12.0,3.9,73
Executive Production ,Goodyear,5-13yrs  ,"2,31,558",1.4,3.1,3.9,73
QC Officer ,Goodyear,1-6yrs  ,"2,74,636",1.8,4.1,3.9,73
Scientist 1 ,Goodyear,2-6yrs  ,"9,62,492",7.9,12.0,3.9,73
Deputy Manager ,Goodyear,8-16yrs  ,"3,03,963",2.0,4.4,3.9,73
Junior Production Officer ,Goodyear,1-3yrs  ,"3,04,861",1.5,6.0,3.9,73
Process Engineer ,Goodyear,1-7yrs  ,"2,03,519",25.0,3.0,3.9,73
EHS Officer ,Goodyear,1-7yrs  ,"4,98,704",2.7,6.0,3.9,73
Officer ,JSW-Group,1-7yrs  ,"7,90,109",5.5,9.5,3.8,73
Junior Officer ,JSW-Group,1-5yrs  ,"11,95,553",8.0,19.5,3.8,73
Production Officer ,JSW-Group,1-6yrs  ,"6,84,899",4.2,12.1,3.8,73
Executive Production ,JSW-Group,5-13yrs  ,"6,82,626",5.0,9.0,3.8,73
QC Officer ,JSW-Group,1-6yrs  ,"3,61,682",2.6,5.3,3.8,73
Scientist 1 ,JSW-Group,2-6yrs  ,"4,95,419",3.5,6.0,3.8,73
Deputy Manager ,JSW-Group,8-16yrs  ,"4,77,890",4.0,5.8,3.8,73
Junior Production Officer ,JSW-Group,1-3yrs  ,"4,32,783",3.4,5.0,3.8,73
Process Engineer ,JSW-Group,1-7yrs  ,"6,78,281",5.1,10.0,3.8,73
EHS Officer ,JSW-Group,1-7yrs  ,"6,21,259",5.3,7.6,3.8,73
Officer ,Amazon-Web-Services,1-7yrs  ,"2,59,263",2.0,3.3,4.8,73
Junior Officer ,Amazon-Web-Services,1-5yrs  ,"21,71,619",10.8,30.0,4.8,73
Production Officer ,Amazon-Web-Services,1-6yrs  ,"18,55,765",6.5,29.0,4.8,73
Executive Production ,Amazon-Web-Services,5-13yrs  ,"13,60,862",8.0,16.0,4.8,73
QC Officer ,Amazon-Web-Services,1-6yrs  ,"27,18,654",10.0,60.0,4.8,73
Scientist 1 ,Amazon-Web-Services,2-6yrs  ,"27,09,814",8.0,80.0,4.8,73
Deputy Manager ,Amazon-Web-Services,8-16yrs  ,"3,53,756",2.3,5.5,4.8,73
Junior Production Officer ,Amazon-Web-Services,1-3yrs  ,"35,05,347",16.5,50.0,4.8,73
Process Engineer ,Amazon-Web-Services,1-7yrs  ,"4,82,908",3.2,6.1,4.8,73
EHS Officer ,Amazon-Web-Services,1-7yrs  ,"9,97,861",4.2,21.0,4.8,73
Officer ,Poorvika-Mobiles,1-7yrs  ,"2,20,998",25.0,13.0,4.1,73
Junior Officer ,Poorvika-Mobiles,1-5yrs  ,"2,24,318",1.0,5.3,4.1,73
Production Officer ,Poorvika-Mobiles,1-6yrs  ,"2,98,419",2.1,4.2,4.1,73
Executive Production ,Poorvika-Mobiles,5-13yrs  ,"2,15,640",1.0,3.0,4.1,73
QC Officer ,Poorvika-Mobiles,1-6yrs  ,"1,84,672",1.2,2.2,4.1,73
Scientist 1 ,Poorvika-Mobiles,2-6yrs  ,"1,67,804",1.2,2.2,4.1,73
Deputy Manager ,Poorvika-Mobiles,8-16yrs  ,"2,65,765",2.0,4.0,4.1,73
Junior Production Officer ,Poorvika-Mobiles,1-3yrs  ,"3,16,429",2.0,5.2,4.1,73
Process Engineer ,Poorvika-Mobiles,1-7yrs  ,"1,96,546",1.7,2.5,4.1,73
EHS Officer ,Poorvika-Mobiles,1-7yrs  ,"2,74,231",2.0,4.0,4.1,73
Officer ,Thermo-Fisher-Scientific,1-7yrs  ,"10,53,252",5.0,16.0,3.9,73
Junior Officer ,Thermo-Fisher-Scientific,1-5yrs  ,"11,23,142",6.0,18.5,3.9,73
Production Officer ,Thermo-Fisher-Scientific,1-6yrs  ,"22,68,997",14.5,27.5,3.9,73
